# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                N
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     400
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.0002820
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -20.206 -1.606
# Athena.pre_edge_line:          0.002421 - 4.14502e-006 * E
# Athena.normalization_range:    19.827 50.632
# Athena.post_edge_polynomial:   0.003208 - 5.40903e-006 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 185.624
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 6.980
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 4.980
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        nbkg        flat        fbkg        nder        nsec
  414.31904        1.2416901        1.2193878        1.3058532        1.2836504      -0.21614714        5.6646459
  414.43311        1.3211035        1.2138829        1.3857715        1.2786569       0.20511415       0.73910113
  414.52285        1.2834941        1.2095879        1.3485674        1.2747641      -0.65511975E-01   -1.9156280
  414.63330        1.3079884        1.2043456        1.3735547        1.2700169      -0.17838557      -0.87633467
  414.74160        1.2444723        1.1992518        1.3105292        1.2654085      -0.25721018        2.9633883
  414.85283        1.2515227        1.1940680        1.3180776        1.2607233       0.47217063       0.67531311
  414.95889        1.3470679        1.1891701        1.4140906        1.2563008      -0.11047471       -3.0265870
  415.07266        1.2272377        1.1839644        1.2947799        1.2516050      -0.19314644       0.13700928
  415.17393        1.3055339        1.1793726        1.3735237        1.2474672      -0.81012354E-01    1.0731987
  415.28545        1.2099988        1.1743614        1.2784962        1.2429558       0.35222721E-01    2.0910486
  415.38232        1.3128743        1.1700469        1.3817976        1.2390755       0.35475883       -1.1182668
  415.49141        1.2830639        1.1652314        1.3524786        1.2347490      -0.19509215       -1.4473129
  415.58027        1.2742559        1.1613416        1.3440696        1.2312575       0.68264390E-01  -0.73067297
  415.68281        1.2961301        1.1568902        1.3664017        1.2272657      -0.33494756       0.16861186
  415.77148        1.2102103        1.1530727        1.2808862        1.2238457       0.10050483       0.79061368
  415.87393        1.3153379        1.1486989        1.3864646        1.2199310      -0.18385077       -5.6159739
  415.96055        1.1754510        1.1450309        1.2469771        1.2166513      -0.96126523      -0.68919213
  416.06533        1.1313458        1.1406310        1.2033452        1.2127210      -0.31576642        2.5057261
  416.15293        1.1147030        1.1369837        1.1870963        1.2094665      -0.47920662        2.2416086
  416.25068        1.0425241        1.1329469        1.1153614        1.2058678       0.99719334E-01    3.2497451
  416.33154        1.1325142        1.1296341        1.2057067        1.2029174       0.10124108      -0.60977311
  416.42607        1.0602808        1.1257913        1.1339028        1.1994984      -0.72291376E-02  -0.10114309
  416.51396        1.1311954        1.1222475        1.2052057        1.1963485       0.82790373E-01  -0.22978216
  416.60498        1.0750925        1.1186071        1.1495153        1.1931161      -0.48338614E-01   0.75785941
  416.69033        1.1226701        1.1152203        1.1974716        1.1901118       0.21645192        2.8988845
  416.78584        1.1142399        1.1114613        1.1894702        1.1867809       0.47595161       -1.4508988
  416.87578        1.2109349        1.1079511        1.2865606        1.1836739      -0.52616110E-01   -3.6450507
  416.99873        1.1030384        1.1031991        1.1792238        1.1794730      -0.30004578       0.58659880
  417.09902        1.1439520        1.0993623        1.2205837        1.1760857       0.78337496E-01   0.92409455
